Animal Name,Chemical,Endpoint Value,Endpoint Description,Range,Sex,Life Cycle Stage,Location,Sample Size,Tox Exposure,Toxicity Endpoint Type,Tox Exposure Duration,Tox Exposure Technique,Type
Anas platyrhynchos,NICKEL SULFATE,,"kidney, blood, liver, and feather concentrations of Ni compared to controls",,Both Male and Female,Adult,,6 pairs/group,"0,12.5,50,200,800 ppm diet",TOX-EXP IND - accumulation,90 d,diet,Toxicity Factor Datasets
Anas platyrhynchos,NICKEL SULFATE,,mean tissue concentrations @ 800 ppm Ni in diet,,Both Male and Female,Adult,,6 pairs/group,"0,12.5,50,200,800 ppm diet",TOX-EXP IND - accumulation,90 d,diet,Toxicity Factor Datasets
Anas platyrhynchos,NICKEL SULFATE,,incidence of clinical signs and mortality,,Both Male and Female,Juvenile,,36 birds/dose,"0,200,800,1200 ppm in diet",TOX-MORT - dose-response data,"30, 60, 90 d of age",diet,Toxicity Factor Datasets
Anas platyrhynchos,NICKEL SULFATE,,body wt by 28 d of age,,Both Male and Female,Juvenile,,36 birds/dose,"0,200,800,1200 ppm in diet",TOX-Non-Repro-Sublethal - whole animal,"30, 60, 90 d of age",diet,Toxicity Factor Datasets
Anas platyrhynchos,NICKEL SULFATE,,bill length,,Both Male and Female,Juvenile,,36 birds/dose,"0,200,800,1200 ppm in diet",TOX-Non-Repro-Sublethal - whole animal,"30, 60, 90 d of age",diet,Toxicity Factor Datasets
Anas platyrhynchos,NICKEL SULFATE,,weight:length of humerus,,Male,Juvenile,,36 birds/dose,"0,200,800,1200 ppm in diet",TOX-Non-Repro-Sublethal - whole animal,"30, 60, 90 d of age",diet,Toxicity Factor Datasets
Anas platyrhynchos,NICKEL SULFATE,,weight:length of humerus,,Female,Juvenile,,36 birds/dose,"0,200,800,1200 ppm in diet",TOX-Non-Repro-Sublethal - whole animal,"30, 60, 90 d of age",diet,Toxicity Factor Datasets
Anas platyrhynchos,NICKEL SULFATE,,organ wt:body wt ratios,,Both Male and Female,Juvenile,,36 birds/dose,"0,200,800,1200 ppm in diet",TOX-Non-Repro-Sublethal - whole animal,"30, 60, 90 d of age",diet,Toxicity Factor Datasets
Anas platyrhynchos,NICKEL SULFATE,,Ni concentrations (ranges) in liver and kidney in ducklings that died @ 1200 ppm,,Both Male and Female,Juvenile,,36 birds/dose,"0,200,800,1200 ppm in diet",TOX-EXP IND - accumulation,"30, 60, 90 d of age",diet,Toxicity Factor Datasets
Anas platyrhynchos,CADMIUM CHLORIDE,,mortality versus controls,,Both Male and Female,Adult,,20 pairs/group,"0,20,200 ppm",TOX-MORT - dose-response data,"30, 60, or 90 days of treatment",diet,Toxicity Factor Datasets
Anas platyrhynchos,CADMIUM CHLORIDE,,"body wt, hematocrit, hemoglobin, food consumption versus controls",,Both Male and Female,Adult,,20 pairs/group,"0,20,200 ppm",TOX-Non-Repro-Sublethal - whole animal,"30, 60, or 90 days of treatment",diet,Toxicity Factor Datasets
Anas platyrhynchos,CADMIUM CHLORIDE,,mean Cd concentrations in liver after 90 d of treatment,,Both Male and Female,Adult,,20 pairs/group,"0,20,200 ppm diet",TOX-EXP IND - accumulation,"30, 60, or 90 days of treatment",diet,Toxicity Factor Datasets
Anas platyrhynchos,CADMIUM CHLORIDE,,mean Cd concentrations in kidneys after 90 d of treatment,,Both Male and Female,Adult,,20 pairs/group,"0,20,200 ppm",TOX-EXP IND - accumulation,"30, 60, or 90 days of treatment",diet,Toxicity Factor Datasets
Anas platyrhynchos,CADMIUM CHLORIDE,,Cd concentrations in eggs versus controls,,Both Male and Female,Adult,,"15 eggs (20 ppm), 3 eggs (200 ppm)","0,20,200 ppm",TOX-EXP IND - accumulation,"30, 60, or 90 days of treatment",diet,Toxicity Factor Datasets
Anas platyrhynchos,CADMIUM CHLORIDE,,mean kidney weight versus controls,,Both Male and Female,Adult,,10 kidneys/group,"0,20,200 ppm",TOX-Non-Repro-Sublethal - organ/system effects,"30, 60, or 90 days of treatment",diet,Toxicity Factor Datasets
Anas platyrhynchos,CADMIUM CHLORIDE,,mean testis weight versus controls,,Male,Adult,,5 testes/group,"0,20,200 ppm",TOX-Non-Repro-Sublethal - organ/system effects,"30, 60, or 90 days of treatment",diet,Toxicity Factor Datasets
Anas platyrhynchos,SALINE WATER,,body weight by day 14 or 16 versus controls,,Not Reported,Juvenile,,10 birds/group,"tap water (control), less saline water (3750-7490 umhos/cm); see citation for individual ion concentrations",TOX-Non-Repro-Sublethal - whole animal,28 d,drinking water,Toxicity Factor Datasets
Anas platyrhynchos,SALINE WATER,,"plasma protein levels; serum osmolality; salt, kidney and adrenal gland size versus controls",,Not Reported,Juvenile,,10 birds/group,"tap water (control), less saline water (3750-7490 umhos/cm); see citation for individual ion concentrations",TOX-Non-Repro-Sublethal - whole animal,14-28 d,drinking water,Toxicity Factor Datasets
Anas platyrhynchos,SALINE WATER,,mortality versus controls,,Not Reported,Juvenile,,10 birds/group,"tap water (control),more saline water (20,000-67,000 umhos/cm); see citation for individual ion concentrations",TOX-MORT - dose-response data,14 d,drinking water,Toxicity Factor Datasets
Anas platyrhynchos,SALINE WATER,,thymus size versus controls,,Not Reported,Juvenile,,10 birds/group,"tap water (control),more saline water (20,000-67,000 umhos/cm); see citation for individual ion concentrations",TOX-Non-Repro-Sublethal - organ/system effects,14 d,drinking water,Toxicity Factor Datasets
Anas platyrhynchos,SALINE WATER,,body weight by day 14 versus controls,,Not Reported,Juvenile,,10 birds/group,"tap water (control),more saline water (20,000-67,000 umhos/cm); see citation for individual ion concentrations",TOX-Non-Repro-Sublethal - whole animal,14 d,drinking water,Toxicity Factor Datasets
Anas platyrhynchos,METHYLMERCURY DICYANDIAMIDE,,changes in approach behavior (maternal call stimulus),,Not Reported,Juvenile,,249 (control); 276 (0.5 ppm); 108 (3 ppm),"0,0.5,3 ppm diet",TOX-Non-Repro-Sublethal - behavioral effects,incubation period,parental diet (in ovo),Toxicity Factor Datasets
Anas platyrhynchos,METHYLMERCURY DICYANDIAMIDE,,changes in avoidance behavior (frightening stimulus),,Not Reported,Juvenile,,319 (control); 339 (0.5 ppm); 158 (3 ppm),"0,0.5,3 ppm diet",TOX-Non-Repro-Sublethal - behavioral effects,incubation period,parental diet (in ovo),Toxicity Factor Datasets
Anas platyrhynchos,METHYLMERCURY DICYANDIAMIDE,,mean egg weight compared to controls,,Female,Adult,,"10 females, 3 males/dose","0, 0.5, 3 ppm diet",TOX-REPRO - physiology,NR,diet,Toxicity Factor Datasets
Anas platyrhynchos,METHYLMERCURY DICYANDIAMIDE,,mercury concentrations in eggs (at plateau),,Female,Adult,,"10 females, 3 males/dose","0, 0.5, 3 ppm diet",TOX-EXP IND - accumulation,NR,diet,Toxicity Factor Datasets
Anas platyrhynchos,METHYLMERCURY DICYANDIAMIDE,,duration of egg production compared to controls,,Female,Adult,,"10 females, 3 males/dose","0, 0.5, 3 ppm diet",TOX-REPRO - physiology,NR,diet,Toxicity Factor Datasets
Anas platyrhynchos,METHYLMERCURY DICYANDIAMIDE,,hatching success and 1 wk survival of hatchlings compared to controls,,Not Reported,Juvenile,,"10 females, 3 males/dose","0, 0.5, 3 ppm diet",TOX-REPRO - reproductive success,NR,diet,Toxicity Factor Datasets
Anas platyrhynchos,METHYLMERCURY DICYANDIAMIDE,,duckling survival,,Not Reported,Juvenile,,Not Reported,"0, 0.5, 3 ppm diet",TOX-REPRO - reproductive success,3-15 mos,parental diet,Toxicity Factor Datasets
Anas platyrhynchos,METHYLMERCURY DICYANDIAMIDE,,"incidence of brain lesions (demyelination, necrosis, neuronal shrinkage)",,Not Reported,Juvenile,,3-11 ducklings/group,"0, 0.5, 3 ppm diet",TOX-REPRO - development,3-15 mos,parental diet,Toxicity Factor Datasets
Anas platyrhynchos,"DDE (4,4'-), METHYLMERCURY CHLORIDE",,mean Hg concentration in third egg laid in clutch (mean +/- SE),,Female,Adult,,10/group,"1, 5 ppm Hg; both doses given with and w/out 5 ppm DDE",TOX-EXP IND - accumulation,NR,diet,Toxicity Factor Datasets
Anas platyrhynchos,"DDE (4,4'-), METHYLMERCURY CHLORIDE",,Hg concentration in breast muscle (mean +/- SE),,Female,Adult,,10/group,"1, 5 ppm Hg; both doses given with and w/out 5 ppm DDE",TOX-EXP IND - accumulation,NR,diet,Toxicity Factor Datasets
Anas platyrhynchos,METHYLMERCURY CHLORIDE,,% abnormal survivors by day 18 of incubation versus controls,,Both Male and Female,Embryo,,80 eggs/group,"0,0.3,1,3,9,27,90 ug Hg",TOX-REPRO - development,single,application to shell surface,Toxicity Factor Datasets
Anas platyrhynchos,METHYLMERCURY CHLORIDE,,embryo crown to rump length by day 18 of incubation versus controls,,Both Male and Female,Embryo,,80 eggs/group,"0,0.3,1,3,9,27,90 ug Hg",TOX-REPRO - development,single,application to shell surface,Toxicity Factor Datasets
Anas platyrhynchos,METHYLMERCURY CHLORIDE,,% survival by day 18 of incubation versus controls,,Both Male and Female,Embryo,,80 eggs/group,"0,0.3,1,3,9,27,90 ug Hg",TOX-REPRO - reproductive success,single,application to shell surface,Toxicity Factor Datasets
Anas platyrhynchos,METHYLMERCURY CHLORIDE,,hatchability versus controls,,Not Reported,Juvenile,,29 pairs,8 mg Hg,TOX-REPRO - reproductive success,"2 doses @ 2 wk interval
(eggs collected beginning after 1st dose)",oral (capsule),Toxicity Factor Datasets
Anas platyrhynchos,METHYLMERCURY DICYANDIAMIDE,,"figure and table showing decline of Hg in carcass, liver, and kidney over time",,Male,Adult,,3-5 birds/group,8 ppm diet,TOX-EXP IND - accumulation,2 wks,diet,Toxicity Factor Datasets
Anas platyrhynchos,METHYLMERCURY DICYANDIAMIDE,,mean Hg concentrations after 2 wk exposure,,Male,Adult,,3-5 birds/group,8 ppm diet,TOX-EXP IND - accumulation,2 wks,diet,Toxicity Factor Datasets
Anas platyrhynchos,SELENOMETHIONINE,,mean Se concentration in eggs,,Female,Adult,,5 birds,15 ppm diet,TOX-EXP IND - accumulation,20 d,diet,Toxicity Factor Datasets
Anas platyrhynchos,"SELENIUM COMPOUNDS, SELENOMETHIONINE",,food consumption compared to controls,,Not Reported,Juvenile,,25 birds/group,"0,15,30 ppm diet (as Se-L-met, Se-DL-met, yeast), or 15 ppm as wheat",TOX-Non-Repro-Sublethal - behavioral effects,2 wks,diet,Toxicity Factor Datasets
Anas platyrhynchos,"SELENIUM COMPOUNDS, SELENOMETHIONINE",,body weight compared to controls,,Not Reported,Juvenile,,25 birds/group,"0,15,30 ppm diet (as Se-L-met, Se-DL-met, yeast), or 15 ppm as wheat",TOX-Non-Repro-Sublethal - whole animal,2 wks,diet,Toxicity Factor Datasets
Anas platyrhynchos,"SELENIUM COMPOUNDS, SELENOMETHIONINE",,survival rate compared to controls,,Not Reported,Juvenile,,25 birds/group,"0,15,30 ppm diet (as Se-L-met, Se-DL-met, yeast), or 15 ppm as wheat",TOX-MORT - dose-response data,2 wks,diet,Toxicity Factor Datasets
Anas platyrhynchos,"SELENIUM COMPOUNDS, SELENOMETHIONINE",,mean concentrations of Se in livers,,Not Reported,Juvenile,,25 birds/group,"0,15,30 ppm diet (as Se-L-met, Se-DL-met, yeast), or 15 ppm as wheat",TOX-EXP IND - accumulation,2 wks,diet,Toxicity Factor Datasets
Anas platyrhynchos,"SELENIUM COMPOUNDS, SELENOMETHIONINE",,food consumption compared to controls,,Not Reported,Juvenile,,25 birds/group,"0,30 ppm diet (as Se-L-met, Se-DL-met, yeast)",TOX-Non-Repro-Sublethal - behavioral effects,2 wks,diet,Toxicity Factor Datasets
Anas platyrhynchos,"SELENIUM COMPOUNDS, SELENOMETHIONINE",,body weights compared to controls,,Not Reported,Juvenile,,25 birds/group,"0,30 ppm diet (as Se-L-met, Se-DL-met, yeast)",TOX-Non-Repro-Sublethal - whole animal,2 wks,diet,Toxicity Factor Datasets
Anas platyrhynchos,"SELENIUM COMPOUNDS, SELENOMETHIONINE",,survival rate compared to controls,,Not Reported,Juvenile,,25 birds/group,"0,30 ppm diet (as Se-L-met, Se-DL-met, yeast)",TOX-MORT - dose-response data,2 wks,diet,Toxicity Factor Datasets
Anas platyrhynchos,"SELENIUM COMPOUNDS, SELENOMETHIONINE",,mean Se concentrations in liver,,Not Reported,Juvenile,,25 birds/group,"0,30 ppm diet (as Se-L-met, Se-DL-met, yeast)",TOX-EXP IND - accumulation,2 wks,diet,Toxicity Factor Datasets
Anas platyrhynchos,SELENOMETHIONINE,,incidence of altered hepatic glutathione metabolism versus controls,,Not Reported,Juvenile,,40 birds/group,"0,10,20,40 ppm diet",TOX-Non-Repro-Sublethal - cellular/biochemical effects,6 wks,diet,Toxicity Factor Datasets
Anas platyrhynchos,"SELENITE, SODIUM",,incidence of altered hepatic glutathione metabolism versus controls,,Not Reported,Juvenile,,40 birds/group,"0,10,20,40 ppm diet",TOX-Non-Repro-Sublethal - cellular/biochemical effects,6 wks,diet,Toxicity Factor Datasets
Anas platyrhynchos,SELENOMETHIONINE,,hepatic malondialdehyde concentrations versus controls,,Not Reported,Juvenile,,40 birds/group,"0,10,20,40 ppm diet",TOX-Non-Repro-Sublethal - cellular/biochemical effects,6 wks,diet,Toxicity Factor Datasets
Anas platyrhynchos,"SELENITE, SODIUM",,hepatic malondialdehyde concentrations versus controls,,Not Reported,Juvenile,,40 birds/group,"0,10,20,40 ppm diet",TOX-Non-Repro-Sublethal - cellular/biochemical effects,6 wks,diet,Toxicity Factor Datasets
Anas platyrhynchos,SELENOMETHIONINE,,hepatic protein concentrations versus controls,,Not Reported,Juvenile,,40 birds/group,"0,10,20,40 ppm diet",TOX-Non-Repro-Sublethal - whole animal,6 wks,diet,Toxicity Factor Datasets
Anas platyrhynchos,"SELENITE, SODIUM",,hepatic protein concentrations versus controls,,Not Reported,Juvenile,,40 birds/group,"0,10,20,40 ppm diet",TOX-Non-Repro-Sublethal - cellular/biochemical effects,6 wks,diet,Toxicity Factor Datasets
Anas platyrhynchos,SELENOMETHIONINE,,Se concentrations in livers after 6 wks of treatment,,Not Reported,Juvenile,,40 birds/group,"0,10,20,40 ppm diet",TOX-EXP IND - accumulation,6 wks,diet,Toxicity Factor Datasets
Anas platyrhynchos,"SELENITE, SODIUM",,Se concentrations in livers after 6 wks of treatment versus controls,,Not Reported,Juvenile,,40 birds/group,"0,10,20,40 ppm diet",TOX-EXP IND - accumulation,6 wks,diet,Toxicity Factor Datasets
Anas platyrhynchos,SELENOMETHIONINE,,mortality compared to controls,,Not Reported,Juvenile,,40 birds/group,"0,10,20,40 ppm diet",TOX-MORT - dose-response data,6 wks,diet,Toxicity Factor Datasets
Anas platyrhynchos,"SELENITE, SODIUM",,mortality compared to controls,,Not Reported,Juvenile,,40 birds/group,"0,10,20,40 ppm diet",TOX-MORT - dose-response data,6 wks,diet,Toxicity Factor Datasets
Anas platyrhynchos,"SELENITE, SODIUM, SELENOMETHIONINE",,hatchability compared to controls,,Not Reported,Juvenile,,5-11 pairs/group,"0.2, 1, 5, 10, 25 ppm diet (as selenite); 10 ppm diet (as selenomethionine)",TOX-REPRO - reproductive success,NR (at least 6 wks),diet,Toxicity Factor Datasets
Anas platyrhynchos,SELENOMETHIONINE,,hatchability compared to controls,,Not Reported,Juvenile,,5-11 pairs/group,"0.2, 1, 2, 4, 8, 16 ppm diet (as selenomethionine)",TOX-REPRO - reproductive success,NR (at least 6 wks),diet,Toxicity Factor Datasets
Anas platyrhynchos,"SELENITE, SODIUM, SELENOMETHIONINE",,number of embryos showing malformations or embryotoxicity compared to controls,,Not Reported,Embryo,,5-11 pairs/group,"0.2, 1, 5, 10, 25 ppm diet (as selenite); 10 ppm diet (as selenomethionine)",TOX-REPRO - development,NR (at least 6 wks),diet,Toxicity Factor Datasets
Anas platyrhynchos,SELENOMETHIONINE,,incidence of malformed embyros compared to controls,,Not Reported,Embryo,,5-11 pairs/group,"0.2, 1, 2, 4, 8, 16 ppm diet (as selenomethionine)",TOX-REPRO - development,NR (at least 6 wks),diet,Toxicity Factor Datasets
Anas platyrhynchos,"SELENITE, SODIUM, SELENOMETHIONINE",,plasma uric acid concentration in hatchlings versus controls,,Not Reported,Juvenile,,5-11 pairs/group,"0.2, 1, 5, 10, 25 ppm diet (as selenite); 10 ppm diet (as selenomethionine)",TOX-REPRO - development,NR (at least 6 wks),diet,Toxicity Factor Datasets
Anas platyrhynchos,"SELENITE, SODIUM, SELENOMETHIONINE",,plasma glutathione peroxidase activity in hatchlings compared to controls,,Not Reported,Juvenile,,5-11 pairs/group,"0.2, 1, 5, 10, 25 ppm diet (as selenite); 10 ppm diet (as selenomethionine)",TOX-REPRO - development,NR (at least 6 wks),diet,Toxicity Factor Datasets
Anas platyrhynchos,CADMIUM CHLORIDE,,body and liver weights compared to controls,,Not Reported,Adult,,12 birds/group,"0,50,150,450 ppm diet",TOX-Non-Repro-Sublethal - whole animal,42 (+/-1) d,diet,Toxicity Factor Datasets
Anas platyrhynchos,CADMIUM CHLORIDE,,kidney and adrenal weights compared to controls,,Not Reported,Adult,,12 birds/group,"0,50,150,450 ppm diet",TOX-Non-Repro-Sublethal - organ/system effects,42 (+/-1) d,diet,Toxicity Factor Datasets
Anas platyrhynchos,CADMIUM CHLORIDE,,"plasma uric acid, adrenal corticosterone levels",,Not Reported,Adult,,12 birds/group,"0,50,150,450 ppm diet",TOX-Non-Repro-Sublethal - cellular/biochemical effects,42 (+/-1) d,diet,Toxicity Factor Datasets
Anas platyrhynchos,CADMIUM CHLORIDE,,food consumption compared to controls,,Not Reported,Adult,,12 birds/group,"0,50,150,450 ppm diet",TOX-Non-Repro-Sublethal - behavioral effects,42 (+/-1) d,diet,Toxicity Factor Datasets
Anas platyrhynchos,CADMIUM CHLORIDE,,"liver aldolase activity, plasma triiodothyronine levels",,Not Reported,Adult,,12 birds/group,"0,50,150,450 ppm diet",TOX-Non-Repro-Sublethal - cellular/biochemical effects,42 (+/-1) d,diet,Toxicity Factor Datasets
Anas platyrhynchos,CADMIUM CHLORIDE,,packed cell volume and hemoglobin concentration by 8 wks of treatment compared to controls,,Not Reported,Juvenile,day old,12 birds per timexdose treatment,"0,5,10,20 ppm diet",TOX-Non-Repro-Sublethal - cellular/biochemical effects,"4,8,12 wks",diet,Toxicity Factor Datasets
Anas platyrhynchos,CADMIUM CHLORIDE,,incidence of kidney lesions by 12 wks of treatment compared to controls,,Not Reported,Juvenile,day old,12 birds per timexdose treatment,"0,5,10,20 ppm diet",TOX-Non-Repro-Sublethal - organ/system effects,"4,8,12 wks",diet,Toxicity Factor Datasets
Anas platyrhynchos,CADMIUM CHLORIDE,,serum glutamic pyruvic transaminase activity by 8 wks of treatment compared to controls,,Not Reported,Juvenile,day old,12 birds per timexdose treatment,"0,5,10,20 ppm diet",TOX-Non-Repro-Sublethal - cellular/biochemical effects,"4,8,12 wks",diet,Toxicity Factor Datasets
Anas platyrhynchos,CADMIUM CHLORIDE,,mean Cd concentrations in liver by 12 wks of treatment,,Not Reported,Juvenile,day old,12 birds per timexdose treatment,"0,5,10,20 ppm diet",TOX-EXP IND - accumulation,"4,8,12 wks",diet,Toxicity Factor Datasets
Anas platyrhynchos,CADMIUM CHLORIDE,,"body weight, liver weight, and femur density compared to controls",,Not Reported,Juvenile,day old,12 birds per timexdose treatment,"0,5,10,20 ppm diet",TOX-Non-Repro-Sublethal - whole animal,"4,8,12 wks",diet,Toxicity Factor Datasets
Anas platyrhynchos,SELENOMETHIONINE,,"incidence of liver histopathological lesions, liver:body wt ratios versus controls",,Male,Adult,,10 birds/group,"0.2,1,2,4,8,16,32 ppm diet",TOX-Non-Repro-Sublethal - organ/system effects,14 wks,diet,Toxicity Factor Datasets
Anas platyrhynchos,SELENOMETHIONINE,,plasma alkaline phosphatase activity and total protein levels versus controls,,Male,Adult,,10 birds/group,"0.2,1,2,4,8,16,32 ppm diet",TOX-Non-Repro-Sublethal - cellular/biochemical effects,14 wks,diet,Toxicity Factor Datasets
